90.0,118010730707407.55
91.0,118958155804423.14
92.0,119980575368522.45
93.0,120998712447053.75
94.0,122016070178748.19
95.0,123032559479227.67
96.0,124048240899693.2
97.0,125063165160557.33
98.0,126077380109261.67
99.0,127090930665115.4
100.0,128103859035997.19
101.0,129116204906787.27
102.0,130128005613027.62
103.0,131139296300528.02
104.0,132150110072076.77
105.0,133160478122359.38
106.0,134170429862097.9
107.0,135179993032363.6
108.0,136189193809932.16
109.0,137198056904491.5
110.0,138206605648423.33
111.0,139214862079834.36
112.0,140222847019426.4
113.0,141230580141775.3
114.0,142238080041483.94
115.0,143245364294683.9
116.0,144252449516268.9
117.0,145259351413237.78
118.0,146266084834462.34
119.0,147272663817188.53
120.0,148279101630532.22
121.0,149285410816209.78
122.0,150291603226728.0
123.0,151297690061225.03
124.0,152303681899146.2
125.0,153309588731913.53
126.0,154315419992739.47
127.0,155321184584717.5
128.0,156326890907311.4
129.0,157332546881356.5
130.0,158338159972674.47
131.0,159343737214390.94
132.0,160349285228049.34
133.0,161354810243589.62
134.0,162360318118272.53
135.0,163365814354610.2
136.0,164371304117366.94
137.0,165376792249685.22
138.0,166382283288392.16
139.0,167387781478529.25
140.0,168393290787155.75
141.0,169398814916467.44
142.0,170404357316263.84
143.0,171409921195806.97
144.0,172415509535101.12
145.0,173421125095628.22
146.0,174426770430564.8
147.0,175432447894510.44
148.0,176438159652754.94
149.0,177443907690106.72
150.0,178449693819301.47
151.0,179455519689023.5
152.0,180461386791546.62
153.0,181467296470023.25
154.0,182473249925435.12
155.0,183479248223225.62
156.0,184485292299623.88
157.0,185491382967683.88
158.0,186497520923046.3
159.0,187503706749438.12
160.0,188509940923924.78
161.0,189516223821925.44
162.0,190522555722001.7
163.0,191528936810430.12
164.0,192535367185576.5
165.0,193541846862066.3
166.0,194548375774778.78
167.0,195554953782655.1
168.0,196561580672347.53
169.0,197568256161696.38
170.0,198574979903066.97
171.0,199581751486529.47
172.0,200588570442903.16
173.0,201595436246670.1
174.0,202602348318758.12
175.0,203609306029203.53
176.0,204616308699700.88
177.0,205623355606037.2
178.0,206630445980425.62
179.0,207637579013735.53
180.0,208644753857628.56
181.0,209651969626598.22
182.0,210659225399929.47
183.0,211666520223565.4
184.0,212673853111900.25
185.0,213681223049494.28
186.0,214688628992708.6
187.0,215696069871293.22
188.0,216703544589866.25
189.0,217711052029371.34
190.0,218718591048448.47
191.0,219726160484756.12
192.0,220733759156234.8
193.0,221741385862314.6
194.0,222749039385075.7
195.0,223756718490357.4
196.0,224764421928816.72
197.0,225772148436950.75
198.0,226779896738065.75
199.0,227787665543145.22
200.0,228795453551988.56
201.0,229803259453715.22
202.0,230811081927809.0
203.0,231818919644842.34
204.0,232826771267228.97
205.0,233834635449941.16
206.0,234842510841197.25
207.0,235850396083118.7
208.0,236858289812359.47
209.0,237866190660709.72
210.0,238874097255669.03
